year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,ir_time,distance,hour,minute,time_hour
2013,2,6,1517,1520,-3,1835,1842,-7,DL,2115,N341NW,LGA,MIA,152,1096,15,20,"2013-02-06 15:00:00"
2013,5,12,1120,1125,-5,1353,1434,-41,UA,1659,N33103,JFK,LAX,310,2475,11,25,"2013-05-12 11:00:00"
2013,9,28,831,835,-4,1002,1030,-28,MQ,3407,N517MQ,LGA,CMH,66,479,8,35,"2013-09-28 08:00:00"
2013,10,7,1003,1010,-7,1254,1240,14,MQ,3644,N507MQ,LGA,ATL,116,762,10,10,"2013-10-07 10:00:00"
2013,1,26,1347,1350,-3,1457,1520,-23,WN,672,N903WN,LGA,MDW,117,725,13,50,"2013-01-26 13:00:00"
2013,5,24,1437,1420,17,1734,1727,7,UA,1164,N73283,EWR,FLL,159,1065,14,20,"2013-05-24 14:00:00"
2013,9,25,823,829,-6,1153,1122,31,B6,189,N563JB,JFK,SAN,336,2446,8,29,"2013-09-25 08:00:00"
2013,1,28,2157,2000,117,37,2318,79,UA,890,N423UA,EWR,MIA,147,1085,20,0,"2013-01-28 20:00:00"
2013,3,18,1655,1600,55,1941,1835,66,9E,3315,N909XJ,JFK,MSP,156,1029,16,0,"2013-03-18 16:00:00"
2013,12,4,1211,1220,-9,1342,1400,-18,MQ,3361,N832MQ,JFK,RDU,67,427,12,20,"2013-12-04 12:00:00"
2013,5,18,725,729,-4,1004,1020,-16,B6,361,N523JB,LGA,PBI,139,1035,7,29,"2013-05-18 07:00:00"
2013,6,9,1243,1240,3,1428,1432,-4,DL,1689,N309US,EWR,DTW,87,488,12,40,"2013-06-09 12:00:00"
2013,7,31,954,1000,-6,1119,1133,-14,UA,673,N845UA,LGA,ORD,109,733,10,0,"2013-07-31 10:00:00"
2013,9,27,2014,2015,-1,2120,2125,-5,B6,418,N190JB,JFK,BOS,38,187,20,15,"2013-09-27 20:00:00"
2013,5,6,1728,1729,-1,2022,2044,-22,AA,1999,N3FFAA,EWR,MIA,151,1085,17,29,"2013-05-06 17:00:00"
2013,8,18,2124,2130,-6,2239,2245,-6,MQ,3660,N504MQ,LGA,BNA,114,764,21,30,"2013-08-18 21:00:00"
2013,11,30,631,635,-4,740,750,-10,EV,4280,N12569,EWR,BOS,36,200,6,35,"2013-11-30 06:00:00"
2013,7,3,1729,1544,105,1900,1732,88,UA,1542,N17719,LGA,CLE,66,419,15,44,"2013-07-03 15:00:00"
2013,10,2,1241,1251,-10,1348,1413,-25,EV,5797,N11181,EWR,RIC,51,277,12,51,"2013-10-02 12:00:00"
2013,8,11,1947,1930,17,2117,2105,12,EV,4191,N11539,EWR,BNA,112,748,19,30,"2013-08-11 19:00:00"
2013,8,21,558,600,-2,657,656,1,US,1909,N967UW,LGA,PHL,36,96,6,0,"2013-08-21 06:00:00"
2013,8,2,1243,1250,-7,1411,1425,-14,MQ,3361,N817MQ,JFK,RDU,69,427,12,50,"2013-08-02 12:00:00"
2013,5,2,1623,1535,48,1840,1842,-2,UA,1200,N73291,EWR,SAN,303,2425,15,35,"2013-05-02 15:00:00"
2013,10,20,902,910,-8,1024,1055,-31,AA,313,N4YTAA,LGA,ORD,122,733,9,10,"2013-10-20 09:00:00"
2013,2,1,857,900,-3,1225,1227,-2,DL,120,N723TW,JFK,LAX,351,2475,9,0,"2013-02-01 09:00:00"
2013,2,1,1121,1115,6,1255,1257,-2,EV,5273,N754EV,LGA,PIT,63,335,11,15,"2013-02-01 11:00:00"
2013,11,29,2152,2040,72,29,2326,63,EV,5680,N10156,EWR,OKC,198,1325,20,40,"2013-11-29 20:00:00"
2013,5,24,557,600,-3,848,912,-24,UA,453,N844UA,EWR,LAX,322,2454,6,0,"2013-05-24 06:00:00"
2013,1,31,2051,1750,181,2217,1908,189,B6,1307,N239JB,JFK,IAD,66,228,17,50,"2013-01-31 17:00:00"
2013,10,30,1935,1934,1,2213,2226,-13,UA,1429,N37290,EWR,LAS,320,2227,19,34,"2013-10-30 19:00:00"
2013,9,28,2217,2145,32,205,140,25,B6,1103,N794JB,JFK,SJU,213,1598,21,45,"2013-09-28 21:00:00"
2013,5,5,1419,1400,19,1704,1730,-26,DL,1565,N717TW,JFK,SFO,318,2586,14,0,"2013-05-05 14:00:00"
2013,11,14,1804,1810,-6,2000,2021,-21,DL,2019,N918DL,LGA,MSP,152,1020,18,10,"2013-11-14 18:00:00"
2013,11,6,622,630,-8,808,805,3,AA,303,N201AA,LGA,ORD,133,733,6,30,"2013-11-06 06:00:00"
2013,12,26,748,750,-2,1049,1115,-26,UA,327,N448UA,EWR,PDX,338,2434,7,50,"2013-12-26 07:00:00"
2013,10,23,850,845,5,1202,1140,22,UA,1626,N37263,EWR,SAN,336,2425,8,45,"2013-10-23 08:00:00"
2013,11,24,935,919,16,1224,1236,-12,UA,1401,N37408,EWR,MIA,151,1085,9,19,"2013-11-24 09:00:00"
2013,12,30,1337,1345,-8,1707,1655,12,AA,1151,N3KNAA,LGA,DFW,232,1389,13,45,"2013-12-30 13:00:00"
2013,10,1,555,600,-5,810,840,-30,B6,27,N580JB,EWR,MCO,117,937,6,0,"2013-10-01 06:00:00"
2013,9,3,1852,1900,-8,2111,2104,7,9E,3445,N905XJ,LGA,DSM,134,1031,19,0,"2013-09-03 19:00:00"
2013,2,17,816,800,16,1024,1000,24,B6,219,N258JB,JFK,CLT,83,541,8,0,"2013-02-17 08:00:00"
2013,7,19,1237,1237,0,1342,1351,-9,UA,1248,N76503,EWR,BOS,44,200,12,37,"2013-07-19 12:00:00"
2013,6,6,1706,1700,6,2048,2102,-14,B6,703,N768JB,JFK,SJU,186,1598,17,0,"2013-06-06 17:00:00"
2013,1,10,2155,2159,-4,2302,2316,-14,DL,2155,N360NW,LGA,PWM,44,269,21,59,"2013-01-10 21:00:00"
2013,8,6,1940,1930,10,2222,2232,-10,DL,1435,N918DL,LGA,TPA,135,1010,19,30,"2013-08-06 19:00:00"
2013,12,3,1100,1105,-5,1216,1235,-19,EV,5599,N709EV,LGA,ROC,45,254,11,5,"2013-12-03 11:00:00"
2013,7,9,1816,1815,1,2216,2135,41,DL,17,N194DN,JFK,LAX,305,2475,18,15,"2013-07-09 18:00:00"
2013,10,6,1015,1020,-5,1207,1211,-4,US,1745,N561UW,EWR,CLT,77,529,10,20,"2013-10-06 10:00:00"
2013,12,29,1452,1445,7,1658,1648,10,EV,5373,N716EV,LGA,GSO,83,461,14,45,"2013-12-29 14:00:00"
2013,6,25,558,600,-2,703,655,8,US,1629,N955UW,LGA,PHL,42,96,6,0,"2013-06-25 06:00:00"
2013,4,24,737,744,-7,1015,1054,-39,UA,1701,N77530,EWR,FLL,142,1065,7,44,"2013-04-24 07:00:00"
2013,11,12,2012,2020,-8,2305,2359,-54,UA,1651,N36476,EWR,SFO,329,2565,20,20,"2013-11-12 20:00:00"
2013,9,10,1930,1935,-5,2138,2159,-21,9E,3470,N905XJ,JFK,CVG,86,589,19,35,"2013-09-10 19:00:00"
2013,12,28,1853,1855,-2,2140,2220,-40,DL,2139,N923DL,LGA,MIA,152,1096,18,55,"2013-12-28 18:00:00"
2013,12,16,1954,1935,19,2156,2150,6,EV,5079,N750EV,LGA,MEM,144,963,19,35,"2013-12-16 19:00:00"
2013,3,13,2047,2030,17,2150,2154,-4,UA,1635,N12218,EWR,BOS,43,200,20,30,"2013-03-13 20:00:00"
2013,5,10,726,730,-4,1017,1050,-33,AA,33,N320AA,JFK,LAX,323,2475,7,30,"2013-05-10 07:00:00"
2013,7,17,2106,2054,12,2356,2354,2,UA,1682,N39463,EWR,FLL,137,1065,20,54,"2013-07-17 20:00:00"
2013,10,13,1303,1300,3,1404,1425,-21,WN,3937,N752SW,EWR,BNA,103,748,13,0,"2013-10-13 13:00:00"
2013,7,3,849,850,-1,1232,1251,-19,DL,301,N3747D,JFK,SJU,204,1598,8,50,"2013-07-03 08:00:00"
2013,8,21,NA,1735,NA,NA,1938,NA,YV,2751,N922FJ,LGA,CLT,NA,544,17,35,"2013-08-21 17:00:00"
2013,10,16,617,622,-5,832,827,5,EV,4150,N12552,EWR,CVG,93,569,6,22,"2013-10-16 06:00:00"
2013,8,24,1202,1205,-3,1434,1430,4,MQ,3658,N511MQ,LGA,ATL,118,762,12,5,"2013-08-24 12:00:00"
2013,9,14,930,927,3,1157,1233,-36,UA,1581,N36447,EWR,SEA,308,2402,9,27,"2013-09-14 09:00:00"
2013,7,3,2047,2000,47,2338,2307,31,UA,1292,N72405,EWR,FLL,138,1065,20,0,"2013-07-03 20:00:00"
2013,11,6,1825,1829,-4,2026,2044,-18,EV,5268,N615QX,LGA,CLT,84,544,18,29,"2013-11-06 18:00:00"
2013,6,8,1800,1731,29,2037,2044,-7,B6,359,N569JB,JFK,BUR,318,2465,17,31,"2013-06-08 17:00:00"
2013,9,19,620,630,-10,848,915,-27,UA,559,N849UA,LGA,IAH,185,1416,6,30,"2013-09-19 06:00:00"
2013,2,10,1806,1726,40,1930,1859,31,EV,3843,N14542,EWR,PIT,56,319,17,26,"2013-02-10 17:00:00"
2013,7,7,1159,1203,-4,1439,1435,4,UA,1707,N39463,EWR,IAH,199,1400,12,3,"2013-07-07 12:00:00"
2013,7,20,1320,1250,30,1506,1450,16,DL,1131,N952DL,LGA,DTW,88,502,12,50,"2013-07-20 12:00:00"
2013,12,6,2124,2055,29,12,2332,40,B6,1677,N258JB,JFK,JAX,128,828,20,55,"2013-12-06 20:00:00"
2013,10,22,1545,1548,-3,1753,1757,-4,EV,3825,N12552,EWR,IND,108,645,15,48,"2013-10-22 15:00:00"
2013,2,21,NA,2005,NA,NA,2227,NA,EV,4555,N14179,EWR,OMA,NA,1134,20,5,"2013-02-21 20:00:00"
2013,3,9,1159,1159,0,1407,1403,4,EV,4152,N12172,EWR,MSP,171,1008,11,59,"2013-03-09 11:00:00"
2013,2,3,NA,1050,NA,NA,1405,NA,B6,373,N665JB,LGA,FLL,NA,1076,10,50,"2013-02-03 10:00:00"
2013,5,4,1555,1600,-5,1741,1843,-62,DL,1621,N3731T,JFK,DEN,199,1626,16,0,"2013-05-04 16:00:00"
2013,1,27,1126,1130,-4,1359,1430,-31,DL,695,N993DL,JFK,MCO,132,944,11,30,"2013-01-27 11:00:00"
2013,7,14,2248,2146,62,57,30,27,B6,1183,N504JB,JFK,MCO,112,944,21,46,"2013-07-14 21:00:00"
2013,2,17,1712,1715,-3,2019,2019,0,DL,1585,N935DL,LGA,MCO,134,950,17,15,"2013-02-17 17:00:00"
2013,1,13,10,2135,155,305,36,149,B6,11,N595JB,JFK,FLL,144,1069,21,35,"2013-01-13 21:00:00"
2013,1,1,1153,1159,-6,1350,1341,9,EV,4275,N29917,EWR,CMH,95,463,11,59,"2013-01-01 11:00:00"
2013,9,6,849,845,4,1002,1022,-20,EV,5220,N740EV,LGA,ROC,41,254,8,45,"2013-09-06 08:00:00"
2013,4,28,1215,1135,40,1504,1455,9,UA,1605,N39423,EWR,SFO,321,2565,11,35,"2013-04-28 11:00:00"
2013,2,7,957,1005,-8,1242,1303,-21,DL,1529,N3737C,JFK,LAS,312,2248,10,5,"2013-02-07 10:00:00"
2013,2,20,1259,1240,19,1539,1555,-16,AA,2041,N5CPAA,JFK,MIA,144,1089,12,40,"2013-02-20 12:00:00"
2013,12,30,748,750,-2,1236,1255,-19,AA,936,N5FPAA,JFK,STT,206,1623,7,50,"2013-12-30 07:00:00"
2013,12,30,2015,2015,0,2330,2322,8,UA,217,N483UA,EWR,TPA,168,997,20,15,"2013-12-30 20:00:00"
2013,5,9,1052,1055,-3,1205,1228,-23,UA,1267,N13716,EWR,ORD,106,719,10,55,"2013-05-09 10:00:00"
2013,11,13,1643,1645,-2,1827,1843,-16,EV,4201,N13553,EWR,DAY,78,533,16,45,"2013-11-13 16:00:00"
2013,12,21,1915,1855,20,2108,2059,9,US,2097,N569UW,LGA,CLT,93,544,18,55,"2013-12-21 18:00:00"
2013,7,20,1209,1200,9,1445,1454,-9,DL,863,N196DN,JFK,LAX,310,2475,12,0,"2013-07-20 12:00:00"
2013,10,12,1626,1632,-6,1807,1810,-3,EV,3825,N13913,EWR,GSO,71,445,16,32,"2013-10-12 16:00:00"
2013,2,1,952,930,22,1248,1246,2,B6,375,N606JB,LGA,FLL,162,1076,9,30,"2013-02-01 09:00:00"
2013,10,9,557,600,-3,845,923,-38,UA,303,N588UA,JFK,SFO,327,2586,6,0,"2013-10-09 06:00:00"
2013,4,25,1909,1730,99,2158,1956,122,F9,419,N204FR,LGA,DEN,240,1620,17,30,"2013-04-25 17:00:00"
2013,2,12,1326,1330,-4,1603,1605,-2,DL,2043,N723TW,JFK,ATL,128,760,13,30,"2013-02-12 13:00:00"
2013,8,20,2134,2140,-6,2240,2300,-20,MQ,3621,N836MQ,JFK,DCA,49,213,21,40,"2013-08-20 21:00:00"
2013,1,2,2125,2110,15,2221,2212,9,EV,4404,N17108,EWR,PVD,29,160,21,10,"2013-01-02 21:00:00"
2013,10,29,1006,1010,-4,1134,1135,-1,MQ,3675,N531MQ,LGA,BNA,116,764,10,10,"2013-10-29 10:00:00"
2013,3,26,1012,1015,-3,1204,1208,-4,US,1081,N126UW,EWR,CLT,86,529,10,15,"2013-03-26 10:00:00"
2013,6,17,2003,1823,100,2226,2042,104,UA,525,N442UA,EWR,DEN,223,1605,18,23,"2013-06-17 18:00:00"
2013,6,15,1115,1100,15,1332,1334,-2,DL,1647,N933DL,LGA,ATL,99,762,11,0,"2013-06-15 11:00:00"
2013,8,20,811,752,19,1056,1041,15,B6,163,N187JB,JFK,SRQ,145,1041,7,52,"2013-08-20 07:00:00"
2013,4,29,1526,1530,-4,1741,1803,-22,9E,3579,N8969A,JFK,IND,97,665,15,30,"2013-04-29 15:00:00"
2013,3,22,1907,1855,12,2057,2100,-3,US,1491,N180US,LGA,CLT,84,544,18,55,"2013-03-22 18:00:00"
2013,10,8,2055,2100,-5,2329,20,-51,DL,427,N196DN,JFK,LAX,311,2475,21,0,"2013-10-08 21:00:00"
2013,9,4,1722,1725,-3,2003,2015,-12,UA,412,N431UA,EWR,IAH,196,1400,17,25,"2013-09-04 17:00:00"
2013,10,22,1756,1800,-4,1910,1920,-10,WN,318,N954WN,EWR,MDW,116,711,18,0,"2013-10-22 18:00:00"
2013,1,25,1613,1550,23,2109,2050,19,AA,1635,N5DUAA,JFK,SJU,196,1598,15,50,"2013-01-25 15:00:00"
2013,9,26,1406,1355,11,1531,1520,11,WN,491,N451WN,LGA,MDW,102,725,13,55,"2013-09-26 13:00:00"
2013,1,23,558,600,-2,848,859,-11,B6,507,N595JB,EWR,FLL,154,1065,6,0,"2013-01-23 06:00:00"
2013,8,30,1603,1600,3,1727,1747,-20,EV,5091,N719EV,LGA,PIT,54,335,16,0,"2013-08-30 16:00:00"
2013,12,6,1528,1530,-2,1915,1915,0,AA,85,N386AA,JFK,SFO,388,2586,15,30,"2013-12-06 15:00:00"
2013,3,21,1002,900,62,1203,1120,43,EV,4689,N14162,EWR,MCI,157,1092,9,0,"2013-03-21 09:00:00"
2013,1,25,2151,2045,66,49,2310,99,B6,115,N351JB,JFK,MSY,170,1182,20,45,"2013-01-25 20:00:00"
2013,3,16,2001,1959,2,2141,2144,-3,MQ,4423,N848MQ,JFK,RDU,66,427,19,59,"2013-03-16 19:00:00"
2013,9,17,1058,1105,-7,1325,1353,-28,DL,695,N933DL,JFK,MCO,127,944,11,5,"2013-09-17 11:00:00"
2013,4,10,2255,1900,235,136,2134,242,DL,1051,N345NB,JFK,MSY,158,1182,19,0,"2013-04-10 19:00:00"
2013,2,12,610,610,0,1025,1050,-25,B6,709,N784JB,JFK,SJU,178,1598,6,10,"2013-02-12 06:00:00"
2013,3,27,1047,1050,-3,1226,1250,-24,MQ,4589,N534MQ,LGA,DTW,76,502,10,50,"2013-03-27 10:00:00"
2013,9,9,1800,1800,0,2041,2104,-23,B6,359,N558JB,JFK,BUR,307,2465,18,0,"2013-09-09 18:00:00"
2013,10,7,1549,1555,-6,1955,1922,33,DL,2280,N907DL,JFK,FLL,195,1069,15,55,"2013-10-07 15:00:00"
2013,3,22,2124,1943,101,2243,2053,110,EV,4312,N13968,EWR,DCA,42,199,19,43,"2013-03-22 19:00:00"
2013,9,2,1325,1329,-4,1522,1444,38,MQ,3760,N527MQ,EWR,ORD,110,719,13,29,"2013-09-02 13:00:00"
2013,4,12,1533,1530,3,1910,1905,5,AA,85,N360AA,JFK,SFO,344,2586,15,30,"2013-04-12 15:00:00"
2013,8,5,1937,1930,7,2143,2156,-13,9E,3285,N919XJ,JFK,MSY,162,1182,19,30,"2013-08-05 19:00:00"
2013,1,7,1016,1000,16,1131,1123,8,EV,5736,N834AS,LGA,IAD,47,229,10,0,"2013-01-07 10:00:00"
2013,11,23,1243,1259,-16,1527,1454,33,MQ,3388,N839MQ,LGA,CMH,92,479,12,59,"2013-11-23 12:00:00"
2013,9,11,817,820,-3,1043,1110,-27,B6,281,N348JB,JFK,HOU,179,1428,8,20,"2013-09-11 08:00:00"
2013,3,18,1825,1645,100,2030,1850,100,DL,1473,N337NB,LGA,MEM,148,963,16,45,"2013-03-18 16:00:00"
2013,3,28,1540,1545,-5,1815,1837,-22,UA,1593,N14228,EWR,MCO,134,937,15,45,"2013-03-28 15:00:00"
2013,9,13,1456,1455,1,1620,1614,6,DL,1164,N325US,JFK,BOS,40,187,14,55,"2013-09-13 14:00:00"
2013,10,28,1714,1715,-1,1902,1905,-3,AA,345,N4WKAA,LGA,ORD,126,733,17,15,"2013-10-28 17:00:00"
2013,12,4,1448,1455,-7,1616,1650,-34,MQ,3359,N847MQ,JFK,RDU,70,427,14,55,"2013-12-04 14:00:00"
2013,7,25,2137,2130,7,2253,2245,8,MQ,3660,N525MQ,LGA,BNA,101,764,21,30,"2013-07-25 21:00:00"
2013,12,19,1413,1340,33,1750,1715,35,WN,516,N418WN,EWR,PHX,317,2133,13,40,"2013-12-19 13:00:00"
2013,8,16,801,800,1,1049,1104,-15,DL,2190,N350NA,JFK,MIA,145,1089,8,0,"2013-08-16 08:00:00"
2013,3,16,853,859,-6,1142,1215,-33,UA,963,N424UA,LGA,IAH,206,1416,8,59,"2013-03-16 08:00:00"
2013,10,11,2111,2000,71,2316,2237,39,DL,1147,N983DL,LGA,ATL,96,762,20,0,"2013-10-11 20:00:00"
2013,3,15,1409,1355,14,1640,1648,-8,UA,985,N487UA,EWR,MCO,125,937,13,55,"2013-03-15 13:00:00"
2013,9,20,720,729,-9,948,1021,-33,B6,461,N646JB,LGA,PBI,124,1035,7,29,"2013-09-20 07:00:00"
2013,4,17,1650,1655,-5,1941,2010,-29,AA,773,N4WNAA,LGA,DFW,197,1389,16,55,"2013-04-17 16:00:00"
2013,2,14,1827,1829,-2,2024,2032,-8,US,1973,N178US,EWR,CLT,90,529,18,29,"2013-02-14 18:00:00"
2013,3,5,2037,2020,17,2325,2318,7,UA,1225,N78285,EWR,PBI,145,1023,20,20,"2013-03-05 20:00:00"
2013,3,21,1933,1840,53,2228,2205,23,DL,1643,N3751B,JFK,SEA,303,2422,18,40,"2013-03-21 18:00:00"
2013,5,5,722,700,22,1015,1011,4,DL,763,N702TW,JFK,LAX,325,2475,7,0,"2013-05-05 07:00:00"
2013,4,15,1617,1627,-10,1826,1824,2,EV,4349,N16919,EWR,DAY,83,533,16,27,"2013-04-15 16:00:00"
2013,5,13,1115,1110,5,1215,1235,-20,WN,137,N7738A,LGA,MDW,105,725,11,10,"2013-05-13 11:00:00"
2013,4,24,1751,1755,-4,2001,1930,31,WN,3962,N249WN,LGA,MDW,116,725,17,55,"2013-04-24 17:00:00"
2013,9,17,2020,2025,-5,2255,2328,-33,UA,771,N510UA,JFK,LAX,305,2475,20,25,"2013-09-17 20:00:00"
2013,9,2,1001,959,2,1211,1225,-14,B6,411,N588JB,JFK,LAS,277,2248,9,59,"2013-09-02 09:00:00"
2013,8,19,1154,1155,-1,1308,1310,-2,MQ,3461,N542MQ,LGA,BNA,112,764,11,55,"2013-08-19 11:00:00"
2013,8,28,2210,2115,55,211,131,40,DL,347,N3769L,JFK,SJU,199,1598,21,15,"2013-08-28 21:00:00"
2013,1,22,1655,1700,-5,1827,1839,-12,UA,689,N803UA,LGA,ORD,121,733,17,0,"2013-01-22 17:00:00"
2013,9,28,1027,1029,-2,1231,1244,-13,DL,1529,N3765,JFK,LAS,288,2248,10,29,"2013-09-28 10:00:00"
2013,11,11,1205,1215,-10,1416,1440,-24,EV,4396,N17108,EWR,MSY,172,1167,12,15,"2013-11-11 12:00:00"
2013,9,18,1613,1620,-7,1915,1940,-25,AA,1410,N3BHAA,LGA,MIA,139,1096,16,20,"2013-09-18 16:00:00"
2013,2,10,1443,1445,-2,1642,1640,2,EV,4381,N12922,EWR,DTW,96,488,14,45,"2013-02-10 14:00:00"
2013,6,15,659,700,-1,921,945,-24,DL,2285,N915DL,LGA,MCO,117,950,7,0,"2013-06-15 07:00:00"
2013,10,9,1430,1429,1,1723,1730,-7,B6,301,N529JB,JFK,FLL,145,1069,14,29,"2013-10-09 14:00:00"
2013,6,2,1139,1145,-6,1332,1340,-8,MQ,4646,N504MQ,LGA,MSP,139,1020,11,45,"2013-06-02 11:00:00"
2013,2,21,1803,1750,13,1934,1920,14,WN,732,N556WN,EWR,MDW,119,711,17,50,"2013-02-21 17:00:00"
2013,7,13,1621,1600,21,1844,1843,1,DL,847,N910DL,LGA,ATL,109,762,16,0,"2013-07-13 16:00:00"
2013,10,13,1652,1615,37,1840,1824,16,DL,1619,N911DL,LGA,MSP,140,1020,16,15,"2013-10-13 16:00:00"
2013,12,18,644,645,-1,823,820,3,EV,4993,N760EV,LGA,PIT,58,335,6,45,"2013-12-18 06:00:00"
2013,2,9,1346,1345,1,1623,1640,-17,B6,1783,N703JB,JFK,MCO,133,944,13,45,"2013-02-09 13:00:00"
2013,1,1,1513,1505,8,1714,1703,11,EV,4223,N13914,EWR,CLT,102,529,15,5,"2013-01-01 15:00:00"
2013,10,29,1444,1445,-1,1651,1628,23,EV,4596,N11536,EWR,STL,155,872,14,45,"2013-10-29 14:00:00"
2013,7,22,1345,1349,-4,1458,1515,-17,UA,643,N802UA,EWR,ORD,108,719,13,49,"2013-07-22 13:00:00"
2013,2,21,1523,1515,8,1821,1805,16,UA,1490,N68061,EWR,IAH,205,1400,15,15,"2013-02-21 15:00:00"
2013,3,2,1848,1855,-7,2017,2049,-32,9E,3821,N8884E,JFK,PIT,62,340,18,55,"2013-03-02 18:00:00"
2013,1,18,1259,1300,-1,1556,1610,-14,WN,2239,N654SW,EWR,HOU,222,1411,13,0,"2013-01-18 13:00:00"
2013,4,15,941,945,-4,1114,1120,-6,WN,1720,N249WN,LGA,MKE,118,738,9,45,"2013-04-15 09:00:00"
2013,4,2,1552,1600,-8,1708,1720,-12,AA,854,N3AFAA,JFK,BOS,42,187,16,0,"2013-04-02 16:00:00"
2013,5,16,1157,1200,-3,1304,1313,-9,B6,1303,N328JB,JFK,IAD,51,228,12,0,"2013-05-16 12:00:00"
2013,12,17,1650,1630,20,2201,2130,31,AA,95,N633AA,JFK,SJU,202,1598,16,30,"2013-12-17 16:00:00"
2013,9,3,1015,1019,-4,1320,1341,-21,UA,1246,N73256,EWR,SFO,328,2565,10,19,"2013-09-03 10:00:00"
2013,7,26,1653,1700,-7,1838,1823,15,US,2183,N740UW,LGA,DCA,52,214,17,0,"2013-07-26 17:00:00"
2013,11,10,1258,1300,-2,1601,1605,-4,VX,165,N621VA,EWR,LAX,344,2454,13,0,"2013-11-10 13:00:00"
2013,11,23,1258,1300,-2,1528,1521,7,DL,355,N364NB,EWR,ATL,116,746,13,0,"2013-11-23 13:00:00"
2013,12,7,949,949,0,1237,1237,0,B6,483,N590JB,JFK,MCO,143,944,9,49,"2013-12-07 09:00:00"
2013,3,16,1918,1835,43,2217,2154,23,DL,1433,N971DL,LGA,RSW,155,1080,18,35,"2013-03-16 18:00:00"
2013,10,12,1300,1249,11,1358,1352,6,B6,1318,N247JB,JFK,BOS,34,187,12,49,"2013-10-12 12:00:00"
2013,3,26,1339,1345,-6,1501,1453,8,9E,3638,N8969A,JFK,PHL,31,94,13,45,"2013-03-26 13:00:00"
2013,4,27,1517,1519,-2,1755,1820,-25,UA,1600,N12116,EWR,LAX,314,2454,15,19,"2013-04-27 15:00:00"
2013,3,28,1248,1250,-2,1530,1550,-20,B6,85,N565JB,JFK,FLL,144,1069,12,50,"2013-03-28 12:00:00"
2013,3,14,1100,1000,60,1230,1134,56,FL,353,N969AT,LGA,CAK,63,397,10,0,"2013-03-14 10:00:00"
2013,5,26,1931,1935,-4,2036,2102,-26,EV,4191,N17196,EWR,BNA,107,748,19,35,"2013-05-26 19:00:00"
2013,12,31,1158,1200,-2,1257,1315,-18,9E,2902,N922XJ,JFK,BOS,34,187,12,0,"2013-12-31 12:00:00"
2013,4,2,751,752,-1,1141,1147,-6,UA,1481,N33132,EWR,SJU,209,1608,7,52,"2013-04-02 07:00:00"
2013,10,27,1614,1300,194,1731,1439,172,EV,5378,N612QX,LGA,PIT,56,335,13,0,"2013-10-27 13:00:00"
2013,10,11,2111,1800,191,2215,1920,175,WN,318,N555LV,EWR,MDW,104,711,18,0,"2013-10-11 18:00:00"
2013,6,14,638,630,8,811,814,-3,EV,4334,N14916,EWR,CMH,69,463,6,30,"2013-06-14 06:00:00"
2013,5,3,750,640,70,915,806,69,EV,3853,N13955,EWR,PIT,57,319,6,40,"2013-05-03 06:00:00"
2013,10,31,810,805,5,1119,1139,-20,9E,3489,N908XJ,LGA,RSW,159,1080,8,5,"2013-10-31 08:00:00"
2013,8,9,1708,1521,107,2138,1738,240,UA,745,N578UA,LGA,DEN,250,1620,15,21,"2013-08-09 15:00:00"
2013,6,18,1519,1520,-1,1847,1847,0,UA,1735,N76505,EWR,SFO,365,2565,15,20,"2013-06-18 15:00:00"
2013,5,29,1409,1415,-6,1600,1619,-19,B6,1275,N348JB,JFK,CHS,87,636,14,15,"2013-05-29 14:00:00"
2013,7,13,455,500,-5,641,640,1,US,1431,N151UW,EWR,CLT,85,529,5,0,"2013-07-13 05:00:00"
2013,9,21,1227,1103,84,1353,1245,68,EV,5208,N744EV,LGA,RIC,56,292,11,3,"2013-09-21 11:00:00"
2013,6,1,758,755,3,951,1004,-13,9E,3353,N934XJ,JFK,DTW,86,509,7,55,"2013-06-01 07:00:00"
2013,6,5,920,918,2,1158,1204,-6,B6,183,N579JB,JFK,MCO,130,944,9,18,"2013-06-05 09:00:00"
2013,1,18,1053,1100,-7,1216,1214,2,US,2171,N757UW,LGA,DCA,58,214,11,0,"2013-01-18 11:00:00"
2013,3,27,723,730,-7,1013,1100,-47,AA,33,N336AA,JFK,LAX,335,2475,7,30,"2013-03-27 07:00:00"
2013,9,9,827,830,-3,944,1009,-25,9E,3521,N602LR,JFK,ORD,112,740,8,30,"2013-09-09 08:00:00"
2013,9,8,807,759,8,933,937,-4,B6,885,N316JB,JFK,RDU,64,427,7,59,"2013-09-08 07:00:00"
2013,4,1,1255,1120,95,1430,1302,88,EV,5273,N710EV,LGA,PIT,63,335,11,20,"2013-04-01 11:00:00"
2013,5,9,1333,1100,153,1457,1210,167,MQ,3792,N532MQ,JFK,DCA,48,213,11,0,"2013-05-09 11:00:00"
2013,4,4,1600,1529,31,1853,1841,12,UA,1200,N72405,EWR,SAN,329,2425,15,29,"2013-04-04 15:00:00"
2013,11,16,1358,1400,-2,1459,1509,-10,B6,118,N306JB,JFK,BOS,38,187,14,0,"2013-11-16 14:00:00"
2013,11,13,632,639,-7,926,1002,-36,UA,398,N597UA,JFK,LAX,311,2475,6,39,"2013-11-13 06:00:00"
